Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
3500 Cummings Hwy,Chattanooga,TN,37419,10/06/2023 07:40:00 AM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,23-108708,3,Pending/Possible Leads,35.015915,-85.376445,POINT (-85.376445 35.015915),1
3500 Whitney St,Chattanooga,TN,37351,10/06/2023 03:00:00 AM,TN0330100,A3,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,23-108694,3,Pending/Possible Leads,35.105154,-85.262491,POINT (-85.262491 35.105154),2
3900 Juniper St,Chattanooga,TN,37421,10/06/2023 02:53:00 AM,TN0330100,C1,Charlie S,23D,Theft From Buildings,Part 1 Crimes,23-108721,3,Pending/Possible Leads,35.060572,-85.213084,POINT (-85.213084 35.060572),5
7400 Commons Blvd,Chattanooga,TN,37421,10/06/2023 02:00:00 AM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108700,4,Inactive/Suspended,35.032302,-85.143624,POINT (-85.143624 35.032302),4
2300 Shallowford Village Dr,Chattanooga,TN,37421,10/05/2023 11:30:00 PM,TN0330100,C9,Charlie N,23C,Shoplifting,Part 1 Crimes,23-108653,3,Pending/Possible Leads,35.043773,-85.157759,POINT (-85.157759 35.043773),6
1600 Cowart St,Chattanooga,TN,37408,10/05/2023 11:00:00 PM,TN0330100,A10,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108733,3,Pending/Possible Leads,35.035410999999996,-85.31173,POINT (-85.31173 35.035411),7
3100 St Elmo Ave,Chattanooga,TN,37408,10/05/2023 10:30:00 PM,TN0330100,A11,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108763,4,Inactive/Suspended,35.039492599999996,-85.29971,POINT (-85.29971 35.0394926),8
2300 Windsor St,Chattanooga,TN,37406,10/05/2023 10:00:00 PM,TN0330100,B3,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108719,4,Inactive/Suspended,35.0461,-85.261382,POINT (-85.261382 35.0461),8
7400 Commons Blvd,Chattanooga,TN,37421,10/05/2023 09:30:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108705,4,Inactive/Suspended,35.032125,-85.143487,POINT (-85.143487 35.032125),4
2000 Hamilton Place Blvd,Chattanooga,TN,37421,10/05/2023 08:50:00 PM,TN0330100,C7,Charlie N,23D,Theft From Buildings,Part 1 Crimes,23-108632,3,Pending/Possible Leads,35.030685999999996,-85.159182,POINT (-85.159182 35.030686),4
200 Chestnut St,Chattanooga,TN,37402,10/05/2023 08:00:00 PM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108866,4,Inactive/Suspended,35.053869999999996,-85.31307100000001,POINT (-85.313071 35.05387),7
7400 Commons Blvd,Chattanooga,TN,37421,10/05/2023 08:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108692,4,Inactive/Suspended,35.033955,-85.14628300000001,POINT (-85.146283 35.033955),4
7400 Commons Blvd,Chattanooga,TN,37421,10/05/2023 06:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108839,4,Inactive/Suspended,35.033316,-85.143317,POINT (-85.143317 35.033316),4
400 Greenway View Dr,Chattanooga,TN,37421,10/05/2023 05:46:00 PM,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,23-108535,2,Cleared by Arrest,35.008968,-85.205469,POINT (-85.205469 35.008968),6
4300 Rossville Blvd,Chattanooga,TN,37407,10/05/2023 05:45:00 PM,TN0330100,B9,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,23-108536,4,Inactive/Suspended,34.994085000000005,-85.28938500000001,POINT (-85.289385 34.994085),7
400 Greenway View Dr,Chattanooga,TN,37421,10/05/2023 04:30:00 PM,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,23-108510,2,Cleared by Arrest,35.009384000000004,-85.204654,POINT (-85.204654 35.009384),6
2400 Sunset Strip,Chattanooga,TN,37343,10/05/2023 04:06:00 PM,TN0330100,A2,Adam N,23H,All Other Larceny,Part 1 Crimes,23-108495,3,Pending/Possible Leads,35.121554,-85.228183,POINT (-85.228183 35.121554),3
5700 Brainerd Rd,Chattanooga,TN,37411,10/05/2023 03:25:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,23-108499,3,Pending/Possible Leads,35.010785,-85.21175099999999,POINT (-85.211751 35.010785),6
400 Greenway View Dr,Chattanooga,TN,37411,10/05/2023 01:20:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,23-108443,2,Cleared by Arrest,35.00904,-85.205588,POINT (-85.205588 35.00904),6
2200 Hamilton Place Blvd,Chattanooga,TN,37421,10/05/2023 12:00:00 PM,TN0330100,C7,Charlie N,23D,Theft From Buildings,Part 1 Crimes,23-108562,3,Pending/Possible Leads,35.040674,-85.154192,POINT (-85.154192 35.040674),4
900 Belmeade Ave,Chattanooga,TN,37411,10/05/2023 11:50:00 AM,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,23-108410,4,Inactive/Suspended,35.041165,-85.24136899999999,POINT (-85.241369 35.041165),9
4900 Hwy 58,Chattanooga,TN,37416,10/05/2023 09:17:00 AM,TN0330100,C5,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,23-108356,4,Inactive/Suspended,35.074220999999994,-85.18902299999999,POINT (-85.189023 35.074221),5
2100 Citico Ave,Chattanooga,TN,37404,10/05/2023 07:59:00 AM,TN0330100,B4,Baker N,23D,Theft From Buildings,Part 1 Crimes,23-108337,2,Cleared by Arrest,35.043792,-85.265492,POINT (-85.265492 35.043792),8
300 Lookout High St,Chattanooga,TN,37419,10/05/2023 02:50:00 AM,TN0330100,A13,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108362,3,Pending/Possible Leads,35.03521,-85.364397,POINT (-85.364397 35.03521),1
5100 Highway 153,Chattanooga,TN,37343,10/05/2023 12:10:00 AM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,23-108272,3,Pending/Possible Leads,35.123098,-85.239053,POINT (-85.239053 35.123098),3
2600 Frost St,Chattanooga,TN,37406,10/05/2023 12:00:00 AM,TN0330100,B2,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-109216,3,Pending/Possible Leads,35.067558,-85.243829,POINT (-85.243829 35.067558),9
5500 Hixson Pike,Chattanooga,TN,37343,10/04/2023 10:00:00 PM,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108324,4,Inactive/Suspended,35.147508,-85.22088,POINT (-85.22088 35.147508),3
4000 St Elmo Ave,Chattanooga,TN,37409,10/04/2023 09:40:00 PM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-108210,4,Inactive/Suspended,35.00632,-85.329521,POINT (-85.329521 35.00632),7
300 E Martin Luther King Blvd,Chattanooga,TN,37403,10/04/2023 08:00:00 PM,TN0330100,A9,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108187,3,Pending/Possible Leads,35.045071,-85.30556999999999,POINT (-85.30557 35.045071),8
7200 E Brainerd Rd,Chattanooga,TN,37421,10/04/2023 08:00:00 PM,TN0330100,C8,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,23-109805,4,Inactive/Suspended,35.018443999999995,-85.165228,POINT (-85.165228 35.018444),4
200 Northgate Mall Dr,Chattanooga,TN,37415,10/04/2023 06:17:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,23-108173,3,Pending/Possible Leads,35.129751,-85.23857,POINT (-85.23857 35.129751),3
E 12th St & Peeples St,Chattanooga,TN,37403,10/04/2023 05:26:00 PM,TN0330100,A9,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108125,3,Pending/Possible Leads,35.039210000000004,-85.299712,POINT (-85.299712 35.03921),8
1400 Stratton Place Dr,Chattanooga,TN,37421,10/04/2023 05:10:00 PM,TN0330100,C8,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-108114,3,Pending/Possible Leads,35.010678999999996,-85.160751,POINT (-85.160751 35.010679),4
4000 N Hawthorne St,Chattanooga,TN,37406,10/04/2023 05:00:00 PM,TN0330100,B1,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-108323,3,Pending/Possible Leads,35.088021999999995,-85.243858,POINT (-85.243858 35.088022),8
1200 Peeples St,Chattanooga,TN,37403,10/04/2023 04:46:00 PM,TN0330100,A9,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108100,3,Pending/Possible Leads,35.036868999999996,-85.300614,POINT (-85.300614 35.036869),8
400 Market St,Chattanooga,TN,37402,10/04/2023 04:26:00 PM,TN0330100,A7,Adam S,23H,All Other Larceny,Part 1 Crimes,23-108088,3,Pending/Possible Leads,35.051764999999996,-85.31015,POINT (-85.31015 35.051765),7
3500 Brainerd Rd,Chattanooga,TN,37411,10/04/2023 04:00:00 PM,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,23-108089,3,Pending/Possible Leads,35.024181000000006,-85.246703,POINT (-85.246703 35.024181),9
1500 S Holtzclaw Ave,Chattanooga,TN,37404,10/04/2023 03:56:00 PM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,23-108068,3,Pending/Possible Leads,35.028878999999996,-85.287473,POINT (-85.287473 35.028879),8
400 Greenway View Dr,Chattanooga,TN,37411,10/04/2023 03:15:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,23-108061,2,Cleared by Arrest,35.008708000000006,-85.205195,POINT (-85.205195 35.008708),6
3800 Tennessee Ave,Chattanooga,TN,37409,10/04/2023 03:15:00 PM,TN0330100,A12,Adam S,23C,Shoplifting,Part 1 Crimes,23-108057,3,Pending/Possible Leads,35.010841,-85.325639,POINT (-85.325639 35.010841),7
3100 Lightfoot Mill Rd,Chattanooga,TN,37406,10/04/2023 01:22:00 PM,TN0330100,B1,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107989,4,Inactive/Suspended,35.068843,-85.234769,POINT (-85.234769 35.068843),5
5000 Brainerd Rd,Chattanooga,TN,37411,10/04/2023 01:00:00 PM,TN0330100,C3,Charlie S,23H,All Other Larceny,Part 1 Crimes,23-108035,3,Pending/Possible Leads,35.012565,-85.225418,POINT (-85.225418 35.012565),5
1200 Poplar St,Chattanooga,TN,37402,10/04/2023 12:00:00 PM,TN0330100,A6,Adam S,23D,Theft From Buildings,Part 1 Crimes,23-108036,3,Pending/Possible Leads,35.042755,-85.315229,POINT (-85.315229 35.042755),7
5900 Lee Hwy,Chattanooga,TN,37421,10/04/2023 10:10:00 AM,TN0330100,C4,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,23-107934,3,Pending/Possible Leads,35.023943,-85.197418,POINT (-85.197418 35.023943),5
200 Browns Ferry Rd,Chattanooga,TN,37419,10/04/2023 08:00:00 AM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,23-107911,3,Pending/Possible Leads,35.028307,-85.362822,POINT (-85.362822 35.028307),1
6900 Lee Hwy,Chattanooga,TN,37421,10/04/2023 07:49:00 AM,TN0330100,C6,Charlie N,23D,Theft From Buildings,Part 1 Crimes,23-107889,3,Pending/Possible Leads,35.044347,-85.164381,POINT (-85.164381 35.044347),6
8100 Hitchcock Rd,Chattanooga,TN,37421,10/04/2023 06:00:00 AM,TN0330100,C8,Charlie N,23H,All Other Larceny,Part 1 Crimes,23-108165,3,Pending/Possible Leads,35.010669,-85.144495,POINT (-85.144495 35.010669),4
400 Chestnut St,Chattanooga,TN,37402,10/04/2023 12:00:00 AM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107895,4,Inactive/Suspended,35.05086,-85.31255700000001,POINT (-85.312557 35.05086),7
400 Chestnut St,Chattanooga,TN,37402,10/04/2023 12:00:00 AM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107918,4,Inactive/Suspended,35.051111,-85.312055,POINT (-85.312055 35.051111),7
1500 Chestnut St,Chattanooga,TN,37402,10/03/2023 11:00:00 PM,TN0330100,A10,Adam S,23H,All Other Larceny,Part 1 Crimes,23-107998,3,Pending/Possible Leads,35.038336,-85.31389300000001,POINT (-85.313893 35.038336),7
7500 Noah Reid Rd,Chattanooga,TN,37416,10/03/2023 10:00:00 PM,TN0330100,C6,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107887,4,Inactive/Suspended,35.068477,-85.173986,POINT (-85.173986 35.068477),5
4100 Willard Dr,Chattanooga,TN,37416,10/03/2023 09:13:00 PM,TN0330100,C5,Charlie N,23H,All Other Larceny,Part 1 Crimes,23-107719,3,Pending/Possible Leads,35.079385,-85.20494599999999,POINT (-85.204946 35.079385),5
3500 Cummings Hwy,Chattanooga,TN,37419,10/03/2023 08:59:00 PM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,23-107789,3,Pending/Possible Leads,35.01595,-85.376099,POINT (-85.376099 35.01595),1
2500 6th Ave,Chattanooga,TN,37407,10/03/2023 07:44:00 PM,TN0330100,B8,Baker S,23H,All Other Larceny,Part 1 Crimes,23-107759,3,Pending/Possible Leads,35.012597,-85.27981799999999,POINT (-85.279818 35.012597),8
1400 Bunker Hill Dr,Chattanooga,TN,37421,10/03/2023 07:07:00 PM,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107738,4,Inactive/Suspended,35.019346,-85.169017,POINT (-85.169017 35.019346),4
200 Compress St,Chattanooga,TN,37405,10/03/2023 06:00:00 PM,TN0330100,A5,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107909,3,Pending/Possible Leads,35.061887,-85.320867,POINT (-85.320867 35.061887),1
5200 Woodland View Cir,Chattanooga,TN,37410,10/03/2023 05:34:00 PM,TN0330100,A12,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107604,2,Cleared by Arrest,34.98975900000001,-85.304571,POINT (-85.304571 34.989759),7
3300 Taylor St,Chattanooga,TN,37406,10/03/2023 04:05:00 PM,TN0330100,B1,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107652,3,Pending/Possible Leads,35.075165999999996,-85.247076,POINT (-85.247076 35.075166),9
1900 S Beech St,Chattanooga,TN,37404,10/03/2023 04:00:00 PM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,23-107824,3,Pending/Possible Leads,35.021534,-85.282642,POINT (-85.282642 35.021534),8
2100 Tunnel Blvd,Chattanooga,TN,37406,10/03/2023 03:59:00 PM,TN0330100,C1,Charlie S,23D,Theft From Buildings,Part 1 Crimes,23-107631,3,Pending/Possible Leads,35.055457,-85.232299,POINT (-85.232299 35.055457),5
8000 Volkswagen Dr,Chattanooga,TN,37416,10/03/2023 03:30:00 PM,TN0330100,C6,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107799,4,Inactive/Suspended,35.088003,-85.134008,POINT (-85.134008 35.088003),6
1900 Sharp St,Chattanooga,TN,37404,10/03/2023 03:18:00 PM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,23-107584,3,Pending/Possible Leads,35.044616000000005,-85.27042,POINT (-85.27042 35.044616),8
3200 Wilcox Blvd,Chattanooga,TN,37411,10/03/2023 03:15:00 PM,TN0330100,C1,Charlie S,23H,All Other Larceny,Part 1 Crimes,23-107649,2,Cleared by Arrest,35.04797,-85.243133,POINT (-85.243133 35.04797),9
5700 Middle Valley Rd,Chattanooga,TN,37343,10/03/2023 01:00:00 PM,TN0330100,A1,Adam N,23D,Theft From Buildings,Part 1 Crimes,23-107747,3,Pending/Possible Leads,35.154029,-85.22299299999999,POINT (-85.222993 35.154029),3
7500 E Brainerd Rd,Chattanooga,TN,37421,10/03/2023 01:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107741,4,Inactive/Suspended,35.012943,-85.16065800000001,POINT (-85.160658 35.012943),4
400 Greenway View Dr,Chattanooga,TN,37411,10/03/2023 12:50:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,23-107611,2,Cleared by Arrest,35.009468000000005,-85.204293,POINT (-85.204293 35.009468),6
600 Maple Street Ct,Chattanooga,TN,37402,10/03/2023 12:40:00 PM,TN0330100,A6,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107640,2,Cleared by Arrest,35.041999000000004,-85.317441,POINT (-85.317441 35.041999),7
3600 Brainerd Rd,Chattanooga,TN,37411,10/03/2023 12:30:00 PM,TN0330100,C2,Charlie S,23C,Shoplifting,Part 1 Crimes,23-107593,3,Pending/Possible Leads,35.023755,-85.245278,POINT (-85.245278 35.023755),5
400 S Crest Rd,Chattanooga,TN,37404,10/03/2023 12:28:00 PM,TN0330100,B8,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107582,3,Pending/Possible Leads,35.00469399999999,-85.271228,POINT (-85.271228 35.004694),9
3400 3rd Ave,Chattanooga,TN,37407,10/03/2023 08:00:00 AM,TN0330100,B7,Baker S,23H,All Other Larceny,Part 1 Crimes,23-107700,3,Pending/Possible Leads,35.003895,-85.288857,POINT (-85.288857 35.003895),7
500 Fisher Ave,Chattanooga,TN,37406,10/03/2023 07:53:00 AM,TN0330100,B4,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107510,3,Pending/Possible Leads,35.039072000000004,-85.257012,POINT (-85.257012 35.039072),9
1900 Walker Ave,Chattanooga,TN,37404,10/03/2023 07:37:00 AM,TN0330100,B4,Baker N,23D,Theft From Buildings,Part 1 Crimes,23-107506,3,Pending/Possible Leads,35.044494,-85.2685,POINT (-85.2685 35.044494),8
100 Melrose Dr,Chattanooga,TN,37421,10/03/2023 07:00:00 AM,TN0330100,C4,Charlie S,23D,Theft From Buildings,Part 1 Crimes,23-107553,3,Pending/Possible Leads,35.017818,-85.199369,POINT (-85.199369 35.017818),6
1100 E 11th St,Chattanooga,TN,37403,10/03/2023 04:30:00 AM,TN0330100,A9,Adam S,23H,All Other Larceny,Part 1 Crimes,23-107634,3,Pending/Possible Leads,35.037875,-85.29222,POINT (-85.29222 35.037875),8
2000 S Lyerly St,Chattanooga,TN,37404,10/03/2023 04:30:00 AM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,23-107481,3,Pending/Possible Leads,35.019979,-85.277435,POINT (-85.277435 35.019979),9
400 Birmingham Hwy,Chattanooga,TN,37419,10/02/2023 08:45:00 PM,TN0330100,A13,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107531,4,Inactive/Suspended,35.007782,-85.390119,POINT (-85.390119 35.007782),1
500 Central Ave,Chattanooga,TN,37403,10/02/2023 08:36:00 PM,TN0330100,A8,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,23-107386,1,Unfounded,35.04497,-85.28979899999999,POINT (-85.289799 35.04497),8
2300 Mccallie Ave,Chattanooga,TN,37404,10/02/2023 08:15:00 PM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,23-107392,3,Pending/Possible Leads,35.034757,-85.267432,POINT (-85.267432 35.034757),9
4900 Gold Wing Way,Chattanooga,TN,37416,10/02/2023 07:37:00 PM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107376,4,Inactive/Suspended,35.092263,-85.18208,POINT (-85.18208 35.092263),5
200 Northgate Mall Dr,Chattanooga,TN,37415,10/02/2023 07:30:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,23-107380,3,Pending/Possible Leads,35.13132,-85.238686,POINT (-85.238686 35.13132),3
1700 Gunbarrel Rd,Chattanooga,TN,37421,10/02/2023 07:19:00 PM,TN0330100,C8,Charlie N,23H,All Other Larceny,Part 1 Crimes,23-107378,3,Pending/Possible Leads,35.02256,-85.160716,POINT (-85.160716 35.02256),4
2900 8th Ave,Chattanooga,TN,37407,10/02/2023 06:41:00 PM,TN0330100,B8,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,23-107357,2,Cleared by Arrest,35.006073,-85.280873,POINT (-85.280873 35.006073),7
200 Walnut St,Chattanooga,TN,37403,10/02/2023 06:41:00 PM,TN0330100,A7,Adam S,23D,Theft From Buildings,Part 1 Crimes,23-107354,3,Pending/Possible Leads,35.053932,-85.307141,POINT (-85.307141 35.053932),7
2900 8th Ave,Chattanooga,TN,37407,10/02/2023 06:41:00 PM,TN0330100,B8,Baker S,23C,Shoplifting,Part 1 Crimes,23-107357,2,Cleared by Arrest,35.006848000000005,-85.281751,POINT (-85.281751 35.006848),7
200 Walnut St,Chattanooga,TN,37403,10/02/2023 05:41:00 PM,TN0330100,A7,Adam S,23D,Theft From Buildings,Part 1 Crimes,23-107336,3,Pending/Possible Leads,35.054686,-85.307035,POINT (-85.307035 35.054686),7
1700 Broad St,Chattanooga,TN,37403,10/02/2023 05:40:00 PM,TN0330100,A10,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107340,I,Closed,35.035437,-85.311918,POINT (-85.311918 35.035437),7
1800 Gunbarrel Rd,Chattanooga,TN,37421,10/02/2023 04:39:00 PM,TN0330100,C8,Charlie N,23C,Shoplifting,Part 1 Crimes,23-107311,3,Pending/Possible Leads,35.023537,-85.15494299999999,POINT (-85.154943 35.023537),4
3500 Cummings Hwy,Chattanooga,TN,37419,10/02/2023 04:20:00 PM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,23-107303,2,Cleared by Arrest,35.016062,-85.375693,POINT (-85.375693 35.016062),1
7000 Shallowford Rd,Chattanooga,TN,37421,10/02/2023 03:53:00 PM,TN0330100,C9,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,23-107273,4,Inactive/Suspended,35.045716,-85.15797400000001,POINT (-85.157974 35.045716),6
400 Greenway View Dr,Chattanooga,TN,37411,10/02/2023 03:30:00 PM,TN0330100,C3,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107294,2,Cleared by Arrest,35.009282000000006,-85.206189,POINT (-85.206189 35.009282),6
100 Northgate Mall Dr,Chattanooga,TN,37415,10/02/2023 03:25:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,23-107293,3,Pending/Possible Leads,35.130744,-85.240142,POINT (-85.240142 35.130744),3
3500 Cummings Hwy,Chattanooga,TN,37419,10/02/2023 02:30:00 PM,TN0330100,A13,Adam S,23H,All Other Larceny,Part 1 Crimes,23-107281,2,Cleared by Arrest,35.014679,-85.376977,POINT (-85.376977 35.014679),1
1100 Grove St,Chattanooga,TN,37402,10/02/2023 02:15:00 PM,TN0330100,A6,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107269,3,Pending/Possible Leads,35.046443,-85.318402,POINT (-85.318402 35.046443),7
300 Moccasin Bend Rd,Chattanooga,TN,37405,10/02/2023 01:20:00 PM,TN0330100,A5,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107240,4,Inactive/Suspended,35.044477,-85.33479799999999,POINT (-85.334798 35.044477),1
00 Workman Rd,Chattanooga,TN,37410,10/02/2023 12:30:00 PM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107338,4,Inactive/Suspended,34.999418999999996,-85.31291,POINT (-85.31291 34.999419),7
2700 Rossville Blvd,Chattanooga,TN,37404,10/02/2023 10:45:00 AM,TN0330100,B7,Baker S,23D,Theft From Buildings,Part 1 Crimes,23-107199,3,Pending/Possible Leads,35.016129,-85.29386099999999,POINT (-85.293861 35.016129),8
3200 5th Ave,Chattanooga,TN,37407,10/02/2023 10:00:00 AM,TN0330100,B8,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,23-107292,4,Inactive/Suspended,35.006119999999996,-85.28520900000001,POINT (-85.285209 35.00612),7
3800 Hixson Pike,Chattanooga,TN,37415,10/02/2023 09:00:00 AM,TN0330100,A3,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107287,4,Inactive/Suspended,35.113367,-85.262775,POINT (-85.262775 35.113367),2
3800 Hixson Pike,Chattanooga,TN,37415,10/02/2023 09:00:00 AM,TN0330100,A3,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,23-107287,4,Inactive/Suspended,35.112362,-85.26307,POINT (-85.26307 35.112362),2
00 Viston Ave,Chattanooga,TN,37411,10/02/2023 08:00:00 AM,TN0330100,C3,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,23-107152,3,Pending/Possible Leads,35.008286,-85.220398,POINT (-85.220398 35.008286),6
600 Cherry St,Chattanooga,TN,37402,10/02/2023 07:45:00 AM,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,23-107229,3,Pending/Possible Leads,35.049093000000006,-85.307352,POINT (-85.307352 35.049093),7
2800 S Orchard Knob Ave,Chattanooga,TN,37407,10/02/2023 07:00:00 AM,TN0330100,B7,Baker S,23H,All Other Larceny,Part 1 Crimes,23-107129,3,Pending/Possible Leads,35.011558,-85.288343,POINT (-85.288343 35.011558),7
